Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / AUD,Price / AUD,Compare At Price / AUD,Included / CAD,Price / CAD,Compare At Price / CAD,Included / GBP,Price / GBP,Compare At Price / GBP,Included / INR,Price / INR,Compare At Price / INR,Included / NLD,Price / NLD,Compare At Price / NLD,Status
vellanki-boondi-laddu,,,,,,,,,1 Kg,,,,,vellanki-boondi-laddu-2,1000,,14,deny,manual,24.5,25.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ganesh-laddu-boondhi-laddu-vellanki-foods-720x400_7fa11288-54c7-46bc-9375-9f3dee3ff57f.jpg?v=1654494139,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ganesh-laddu-boondhi-laddu-vellanki-foods-720x400_5b5ba6af-5d7d-4319-a844-de58cd26a76c.jpg?v=1672859295,g,,,,,,,,,,,21.5,21.5,,759,,,23.5,23.5,
vellanki-boondi-laddu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ganesh-laddu-boondhi-laddu-vellanki-foods-720x400_5b5ba6af-5d7d-4319-a844-de58cd26a76c.jpg?v=1672859295,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-boneless-chicken-pickle,Boneless Chicken Pickle,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Boneless chicken pickle from Vellanki Foods is spicy, juicy and scrumptious, all at the same time.


It is the ultimate side dish for any main dish and brings the flavours to a full circle. It also comes with a long shelf life of one month, giving you a whole lot of time to devour this pickle little by little.

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>garlic paste, Lemon, Poppy seeds, Salt, Chilli powder, Turmeric, Spices, Groundnut oil</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN:Indian Pickles, Indian Pickles, HSN:21069099, pickles",FALSE,Size,250gms,,,,,vellanki-boneless-chicken-pickle-0,250,,-41,deny,manual,10.5,12,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1-42ChickenBoneless-720x400_0c9470cf-880b-4499-8e22-0b5e8d4609ce.jpg?v=1649734907,1,vellanki-boneless-chicken-pickle-cherrypick,FALSE,Buy Vellanki Foods Boneless Chicken Pickle Online | Cherrypick,"Vellanki boneless chicken pickle is spicy, juicy and scrumptious, all at the same time. Chicken pickle is popular among many indians and goes well with rice, roti, and paratha. ",,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1-42ChickenBoneless-720x400_df7d85f8-17a5-4c0d-b224-b271e823f980.jpg?v=1672859453,g,,,TRUE,TRUE,,,TRUE,,,TRUE,8.5,10.5,TRUE,414,,TRUE,10,12,draft
vellanki-boneless-chicken-pickle,,,,,,,,,500gms,,,,,vellanki-boneless-chicken-pickle-1,500,,-6,deny,manual,19.5,20,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1-42ChickenBoneless-720x400.jpg?v=1649734907,2,vellanki-boneless-chicken-pickle-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1-42ChickenBoneless-720x400_df7d85f8-17a5-4c0d-b224-b271e823f980.jpg?v=1672859453,g,,,,,,,,,,,16,17,,830,,,17.5,19,
vellanki-boneless-chicken-pickle,,,,,,,,,1 Kg,,,,,vellanki-boneless-chicken-pickle-2,1000,,10,deny,manual,37,38.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1-42ChickenBoneless-720x400_99fd1b0a-43e5-44f2-9993-21b3714e061d.jpg?v=1654494271,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1-42ChickenBoneless-720x400_df7d85f8-17a5-4c0d-b224-b271e823f980.jpg?v=1672859453,g,,,,,,,,,,,32,33,,1654,,,35.5,36,
vellanki-boneless-chicken-pickle,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1-42ChickenBoneless-720x400_df7d85f8-17a5-4c0d-b224-b271e823f980.jpg?v=1672859453,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-bombay-halwa,Bombay Halwa,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                As its name suggests, the Bombay-Karachi Halwa may have originated from Karachi in Pakistan, but has made its way into Indian hearts through its captivating characteristics. This festive-special dessert is always on the menu during Diwali and Navratri celebrations. It is also quite a favourite among children because of its bright, eye-catching colour and jelly-like texture.


Try a piece, we know you will love the Bombay Halwa in all its lip-smacking glory - enriched with dry fruits, sweetened with sugar and greased with ghee!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Maida, Sugar, Dry fruits, Ghee</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-bombay-halwa-0,250,,-6,deny,manual,7,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bombay_halwa-_1_-720x400_39889d5b-902d-4949-8d74-3940ad72b3af.jpg?v=1649734908,1,vellanki-bombay-halwa-cherrypick,FALSE,Buy Vellanki Foods Bombay Halwa Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bombay_halwa-_1_-720x400_d31c7d03-7cdc-483d-a1b1-839c30266cb9.jpg?v=1672859486,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,201,,TRUE,7,9,active
vellanki-bombay-halwa,,,,,,,,,500gms,,,,,vellanki-bombay-halwa-1,500,,18,deny,manual,13.5,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bombay_halwa-_2_-720x400_fe1a3cdd-9302-4420-b3f7-42825c84564a.jpg?v=1649734908,2,vellanki-bombay-halwa-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bombay_halwa-_1_-720x400_d31c7d03-7cdc-483d-a1b1-839c30266cb9.jpg?v=1672859486,g,,,,,,,,,,,11,11.5,,404,,,12,13,
vellanki-bombay-halwa,,,,,,,,,1 Kg,,,,,vellanki-bombay-halwa-2,1000,,19,deny,manual,25,26,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bombay_halwa-_1_-720x400.jpg?v=1649734908,3,vellanki-bombay-halwa-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bombay_halwa-_1_-720x400_d31c7d03-7cdc-483d-a1b1-839c30266cb9.jpg?v=1672859486,g,,,,,,,,,,,22,22,,801,,,24,24,
vellanki-bombay-halwa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bombay_halwa-_1_-720x400_d31c7d03-7cdc-483d-a1b1-839c30266cb9.jpg?v=1672859486,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-bobbatlu-bakshalu,Bobbatlu (Bakshalu),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                It is Bobbatlu. It is Polelu. You won’t be wrong in calling it Holige or Obattu. You will most certainly be right in calling it Puran Poli. Different States, different names, but you know that every sweet-lover is referring to this mouth-watering stuffed flatbread sweet made with maida, Bengal gram and jaggery! 
Don’t wait till Ugadi - order now or walk into your nearest Vellanki Foods store for a pack of Hyderabad’s best Bobbatlu! 


P.S.: Tastes best if heated slightly before consumption.


                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Maida, Bengal gram, Jaggery, Ghee .</li>
                                </ul>
                    </div>",Vellanki Foods,,,"Groceries, HSN:21069099, Indian Delicacies, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-bobbatlu-(bakshalu)-0,250,,-56,deny,manual,7,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bobbatlu-vellanki-foods-hyderabad-720x400.jpg?v=1649734908,1,vellanki-bobbatlu-bakshalu-cherrypick,FALSE,Buy Bobbatlu (Bakshalu) Online | Vellanki Foods | Cherrypick,"Bobbatlu (Bakshalu) from Vellanki Foods is a yummy flatbread sweet made with Bengal Gram, Jaggery & Maida. Buy this Indian sweet online from Cherrypick!",,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bobbatlu-vellanki-foods-hyderabad-720x400_e3db461f-7229-47a2-b6ac-4db5a7e5d04e.jpg?v=1672859466,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,196,,TRUE,7,8.5,active
vellanki-bobbatlu-bakshalu,,,,,,,,,500gms,,,,,vellanki-bobbatlu-(bakshalu)-1,500,,3,deny,manual,13.5,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bobbatlu-thumbnail-vellanki-foods-hyderabad-720x400.jpg?v=1649734908,2,vellanki-bobbatlu-bakshalu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bobbatlu-vellanki-foods-hyderabad-720x400_e3db461f-7229-47a2-b6ac-4db5a7e5d04e.jpg?v=1672859466,g,,,,,,,,,,,11,11.5,,393,,,12,13,
vellanki-bobbatlu-bakshalu,,,,,,,,,1 Kg,,,,,vellanki-bobbatlu-(bakshalu)-2,1000,,7,deny,manual,25,25.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bobbatlu-vellanki-foods-hyderabad-720x400_a5794da0-84d9-443c-b49f-fdf58661430b.jpg?v=1654494202,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bobbatlu-vellanki-foods-hyderabad-720x400_e3db461f-7229-47a2-b6ac-4db5a7e5d04e.jpg?v=1672859466,g,,,,,,,,,,,21.5,22,,780,,,23.5,24,
vellanki-bobbatlu-bakshalu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/bobbatlu-vellanki-foods-hyderabad-720x400_e3db461f-7229-47a2-b6ac-4db5a7e5d04e.jpg?v=1672859466,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-bittergourd-pickle,Bittergourd Pickle,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Bitter Gourd is not the most popular of vegetables, evidently due to its bitter taste. However, it is also among the most nutritious of vegetables and comes with a slew of health benefits. As a mother, we know you must be having a hard time preparing any dish with bitter gourd that is well accepted by your family members!


At Vellanki Foods, we know just how to make this unique vegetable into one that your family will love! Tempering the taste of the bitter gourd with other strong-flavoured ingredients like garlic, tamarind and fenugreek, we bring to you an authentic Telugu pickle invented in the kitchens of our clever grandmothers!
                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Ingredients</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN:Indian Pickles, Indian Pickles, HSN:21069099, pickles",FALSE,Size,250gms,,,,,vellanki-bittergourd-pickle-0,250,,11,deny,manual,6,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/BT_20NEW_20Edit_720x400-720x400_e5e3be6c-f923-49c8-b79c-1111d1cb88bb.jpg?v=1649734909,1,vellanki-bittergourd-pickle-cherrypick,FALSE,Buy Vellanki Foods Bittergourd Pickle Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/BT_20NEW_20Edit_720x400-720x400_d7147b3e-4fa0-47f3-acd3-d4c8ec937f80.jpg?v=1672859459,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5,7.5,TRUE,154,,TRUE,6.5,8,active
vellanki-bittergourd-pickle,,,,,,,,,500gms,,,,,vellanki-bittergourd-pickle-1,500,,0,deny,manual,12.5,12.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/BT_20NEW_20Edit_720x400-720x400.jpg?v=1649734909,2,vellanki-bittergourd-pickle-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/BT_20NEW_20Edit_720x400-720x400_d7147b3e-4fa0-47f3-acd3-d4c8ec937f80.jpg?v=1672859459,g,,,,,,,,,,,10,10.5,,310,,,10.5,12,
vellanki-bittergourd-pickle,,,,,,,,,1 Kg,,,,,vellanki-bittergourd-pickle-2,1000,,-1,deny,manual,22.5,23.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/BT_20NEW_20Edit_720x400-720x400_3bd47d58-19b6-4b35-8762-c24a928d70b3.jpg?v=1654494274,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/BT_20NEW_20Edit_720x400-720x400_d7147b3e-4fa0-47f3-acd3-d4c8ec937f80.jpg?v=1672859459,g,,,,,,,,,,,19.5,20,,614,,,21.5,21.5,
vellanki-bittergourd-pickle,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/BT_20NEW_20Edit_720x400-720x400_d7147b3e-4fa0-47f3-acd3-d4c8ec937f80.jpg?v=1672859459,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-besan-ki-laddu,Besan Ki Laddu,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Another crowd favourite during festivals and functions, you can never go wrong with purchasing our Besan Ki Laddu. Made from gram flour or besan which is roasted in ghee, the aroma of this sweet dish is sure to transport you to your happy place! Our Besan Ki Laddus are flavoured with sugar and cardamom and have a long shelf life so that you can enjoy it for a very long time.



Another advantage of Besan Ki Laddu is how light it can be on your digestive system without making you feel like you had an overdose of extreme sugar.



Roasted besan, spiced and delicate, forms the most delicious of ladoos. These golden balls of sweetness melt in the mouth. Given their relatively long shelf life and mild sweetness, Besan Laddus are often offered at festivals and religious occasions. Light, refreshing and charming, besan laddoos win hearts wherever they're eaten.




                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Gram flour (Besan), Sugar, Ghee</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-besan-ki-laddu-0,250,,-2,deny,manual,7,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Basin_Laddu-720x400_e6d76eb3-a256-4b6a-a5cd-1d3a2cf9c2d1.jpg?v=1649734910,1,vellanki-besan-ki-laddu-cherrypick,FALSE,Buy Vellanki Foods Besan Ki Laddu Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Basin_Laddu-720x400_497a9042-517e-4b00-9cc1-134cc096d7ec.jpg?v=1672859475,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,201,,TRUE,7,9,active
vellanki-besan-ki-laddu,,,,,,,,,500gms,,,,,vellanki-besan-ki-laddu-1,500,,20,deny,manual,13.5,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Basin_Laddu-720x400.jpg?v=1649734910,2,vellanki-besan-ki-laddu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Basin_Laddu-720x400_497a9042-517e-4b00-9cc1-134cc096d7ec.jpg?v=1672859475,g,,,,,,,,,,,11,11.5,,404,,,12,13,
vellanki-besan-ki-laddu,,,,,,,,,1 Kg,,,,,vellanki-besan-ki-laddu-2,1000,,0,deny,manual,25,26,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Basin_Laddu-720x400_3442a851-bd11-4099-9449-56f5a7544232.jpg?v=1654494221,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Basin_Laddu-720x400_497a9042-517e-4b00-9cc1-134cc096d7ec.jpg?v=1672859475,g,,,,,,,,,,,22,22,,801,,,24,24,
vellanki-besan-ki-laddu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Basin_Laddu-720x400_497a9042-517e-4b00-9cc1-134cc096d7ec.jpg?v=1672859475,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-bellam-sunnivundalu,Bellam Sunnivundalu,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Remember when you were a kid and visited your grandparents’ home during the summer vacations? The days would be incomplete without fighting over Bellam Sunnivundalu with your cousins! It would always be on your grandmother’s menu! You would also make sure to take a box full of these delicious goodies back to the city to relish its taste even after the vacation. When you choose a box of Bellam Sunnivundalu from Vellanki Foods, we guarantee that it will be just like your grandmother’s, and take you back to your childhood!


Made with urad dal, ghee and jaggery, Bellam Sunnivundalu is high in calcium content and comes with the health benefit of making the bones of children and women stronger.

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Black gram(Urad dal), Jaggery, Ghee.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",FALSE,Size,250gms,,,,,vellanki-bellam-sunnivundalu-0,250,,-2,deny,manual,7,9.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/sunnundalu-sunni-vundalu-vellanki-foods-720x400_c82639da-683e-42a2-b435-75b8eca3e550.jpg?v=1649734911,1,vellanki-bellam-sunnivundalu-cherrypick,FALSE,Buy Vellanki Foods Bellam Sunnivundalu Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/sunnundalu-sunni-vundalu-vellanki-foods-720x400_dab3c5aa-09ea-40bc-acf5-3c46058e472e.jpg?v=1672859506,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6,8,TRUE,217,,TRUE,7.5,9,active
vellanki-bellam-sunnivundalu,,,,,,,,,500gms,,,,,vellanki-bellam-sunnivundalu-1,500,,15,deny,manual,14,14.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/sunnundalu-sunni-vundalu-vellanki-foods-720x400.jpg?v=1649734911,2,vellanki-bellam-sunnivundalu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/sunnundalu-sunni-vundalu-vellanki-foods-720x400_dab3c5aa-09ea-40bc-acf5-3c46058e472e.jpg?v=1672859506,g,,,,,,,,,,,11.5,12,,435,,,12.5,13.5,
vellanki-bellam-sunnivundalu,,,,,,,,,1 Kg,,,,,vellanki-bellam-sunnivundalu-2,1000,,20,deny,manual,26,27,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/sunnundalu-sunni-vundalu-vellanki-foods-720x400_1a7f2a0c-1d4b-431e-8c12-6512c033c2cc.jpg?v=1654494242,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/sunnundalu-sunni-vundalu-vellanki-foods-720x400_dab3c5aa-09ea-40bc-acf5-3c46058e472e.jpg?v=1672859506,g,,,,,,,,,,,22.5,23,,863,,,25,25,
vellanki-bellam-sunnivundalu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/sunnundalu-sunni-vundalu-vellanki-foods-720x400_dab3c5aa-09ea-40bc-acf5-3c46058e472e.jpg?v=1672859506,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-bellam-kommulu-jaggeried-tusks,Bellam Kommulu (Jaggeried Tusks),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                The term ‘Bellam Kommulu’ literally translates to Jaggeried Tusks - an apt description for this crispy tusk-shaped specialty from South India. The tusk shape of Bellam Kommulu emerges from diligently shaping the mixture of delicious ingredients by hand. In this way, each kommulu is prepared with great care and achieves its own unique look, which is slightly different from that of the others.


Once they have been shaped and fried into crispy snacks, the kommulus are dipped in a sticky-sweet jaggery syrup - making this traditional festive special a combination of both sweet and snack!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Gram flour (Besan), Jaggery, Sunflower Oil.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-bellam-kommulu-(jaggeried-tusks)-0,250,,17,deny,manual,6.5,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bellam_Kommulu-720x400.jpg?v=1649734911,1,vellanki-bellam-kommulu-jaggeried-tusks-cherrypick,FALSE,Buy Vellanki Foods Bellam Kommulu (Jaggeried Tusks) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bellam_Kommulu-720x400_64b07453-5c24-4afa-bf09-e567da4c0bdb.jpg?v=1672859503,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,170,,TRUE,6.5,8.5,active
vellanki-bellam-kommulu-jaggeried-tusks,,,,,,,,,500gms,,,,,vellanki-bellam-kommulu-(jaggeried-tusks)-1,500,,19,deny,manual,13,13,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bellam_Kommulu-_1_-720x400.jpg?v=1649734911,2,vellanki-bellam-kommulu-jaggeried-tusks-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bellam_Kommulu-720x400_64b07453-5c24-4afa-bf09-e567da4c0bdb.jpg?v=1672859503,g,,,,,,,,,,,10,11,,341,,,11,12.5,
vellanki-bellam-kommulu-jaggeried-tusks,,,,,,,,,1 Kg,,,,,vellanki-bellam-kommulu-(jaggeried-tusks)-2,1000,,0,deny,manual,23.5,24,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bellam_Kommulu-720x400_c0824f86-7382-4613-aba9-e8f3b2ea10d6.jpg?v=1654494257,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bellam_Kommulu-720x400_64b07453-5c24-4afa-bf09-e567da4c0bdb.jpg?v=1672859503,g,,,,,,,,,,,20.5,20.5,,676,,,22.5,22.5,
vellanki-bellam-kommulu-jaggeried-tusks,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bellam_Kommulu-720x400_64b07453-5c24-4afa-bf09-e567da4c0bdb.jpg?v=1672859503,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-bandaru-halwa,Bandaru Halwa,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                The range of halwas in India is as varied as the people of the country! This jelly-like sweet is also one of the most versatile, because it can be made with flours, lentils, cereals, fruits or vegetables. Bandaru Halwa is the halwa specialty of the Telugu people - prepared in a unique way with wheat flour as the main ingredient, and topped with a generous amount of cashews and other dry fruits.

 

This sweet is guaranteed to melt in your mouth, and the occasional crunchiness caused by the dry fruits will only add to the delectable experience!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Wheat flour, Jaggery, Dry fruits, Ghee.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-bandaru-halwa-0,250,,9,deny,manual,7,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bandaru_halwa-_2_-720x400_fc346df4-4800-47fe-8216-c6395dafc3df.jpg?v=1649734912,1,vellanki-bandaru-halwa-cherrypick,FALSE,Buy Vellanki Foods Bandaru Halwa Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bandaru_halwa-_2_-720x400_d00f616c-57e1-4c6c-b03a-7ef5044a0843.jpg?v=1672859481,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6,8,TRUE,206,,TRUE,7,9,active
vellanki-bandaru-halwa,,,,,,,,,500gms,,,,,vellanki-bandaru-halwa-1,500,,14,deny,manual,14,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bandaru_halwa-_2_-720x400.jpg?v=1649734912,2,vellanki-bandaru-halwa-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bandaru_halwa-_2_-720x400_d00f616c-57e1-4c6c-b03a-7ef5044a0843.jpg?v=1672859481,g,,,,,,,,,,,11,12,,414,,,12,13.5,
vellanki-bandaru-halwa,,,,,,,,,1 Kg,,,,,vellanki-bandaru-halwa-2,1000,,-4,deny,manual,25.5,26.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bandaru_halwa-_2_-720x400_84e80077-6c60-485e-84fd-dd503ec2ddc6.jpg?v=1654494260,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bandaru_halwa-_2_-720x400_d00f616c-57e1-4c6c-b03a-7ef5044a0843.jpg?v=1672859481,g,,,,,,,,,,,22,22.5,,822,,,24,24.5,
vellanki-bandaru-halwa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Bandaru_halwa-_2_-720x400_d00f616c-57e1-4c6c-b03a-7ef5044a0843.jpg?v=1672859481,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-badusha,Badusha,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
What could be more appealing to the sweet tooth than this delectable puffy golden-brown ball with its flaky, sugar-dried exterior and a succulent interior!


Known as Balushahi in the North and Badusha in the South, this classic Indian sweet is a country-wide favourite!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Maida, Sugar, Sunflower Oil.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-badusha-0,250,,-3,deny,manual,6.5,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Badusha-720x400_6871d7ea-76c1-41f0-8458-0be5d25e369d.jpg?v=1649734913,1,vellanki-badusha-cherrypick,FALSE,Buy Vellanki Foods Badusha Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Badusha-720x400_66a77c3b-2707-42f8-a3fe-3ea8bbcfb82f.jpg?v=1672859483,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,175,,TRUE,6.5,8.5,active
